Sr_No,Hospital_Name,Address_Original_First_Line,Location,District,State,Pincode,State_ID,District_ID,Latitude,Longitude,coords_valid
12348,Manjunatha Maternity Home and Surgical Centre,"# 90/1, West Park Road,Between 17Th And 18Th Cross,Malleswaram","90/1, West Park Road,Between 17Th And 18Th Cross,Malleswaram.",Bengaluru Urban,Karnataka,560055,29,572,13.008767,77.5657871,True
12349,Si Chhaya Multi Speciality Hospital,"# 47, 17Th Cross, Malleshwaram","47, 17Th Cross, Malleshwaram",Bengaluru Urban,Karnataka,560055,29,572,13.0073411,77.5687973,True
12352,Krishna Loka Hospital,"80Ft Road, Gnana Jyothi Nagar","80Ft Road, Gnana Jyothi Nagar,",Bengaluru Urban,Karnataka,560056,29,572,12.9590613,77.5238151,True
12353,Nathrushree Nethralaya,"818/819 16Th 'A' Main, 2Nd Cross Gokul Extension, Mathikere","818/819 16Th 'A' Main, 2Nd Cross Gokul Extension, Mathikere",Bengaluru Urban,Karnataka,560056,29,572,13.0412034,77.5579956,True
12355,Sri Rajeshwari Hospital,"110, Mariyappanapalya, Jnanabharathi","110, Mariyappanapalya, Jnanabharathi,",Bengaluru Urban,Karnataka,560056,29,572,12.9453066,77.4971113,True
12356,Aasha Hospital,"No 11/2, Magadi Main Road ,Agrahara Dasarahalli","No 11/2, Magadi Main Road,Agrahara Dasarahalli",Bengaluru Urban,Karnataka,560057,29,572,12.98061,77.538619,True
12358,Deepak Nursing Home,"Old Widia School Stop,Hesarsghatta Main Road,Bhuvaneshwari Nagar,T. Dasarahalli","Old Widia School Stop,Hesarsghatta Main Road,Bhuvaneshwari Nagar,T. Dasarahalli,",Bengaluru Urban,Karnataka,560057,29,572,13.0542174,77.5096278,True
12359,Dr Ramachandra Hospital,"No.30 Hesaraghatta Road , T Dasarahalli","No.30 Hesaraghatta Road, T Dasarahalli",Bengaluru Urban,Karnataka,560057,29,572,13.0965073,77.5420588,True
12360,Krishna Hospital,"#24, 2Nd Cross, Excel Kalyana Mantapa Road,Jalahalli Cross,T. Dasarahalli","24, 2Nd Cross, Excel Kalyana Mantapa Road,Jalahalli Cross,T. Dasarahalli.",Bengaluru Urban,Karnataka,560057,29,572,13.039944,77.518339,True
12362,Shree Matha Speciality Clinic For Piles and Proctolo,"No. 9, 1St Floor , Near Ayyappa Temple, S.M. Road, Jalahalli West","No. 9, 1St Floor, Near Ayyappa Temple, S.M. Road, Jalahalli West",Bengaluru Urban,Karnataka,560057,29,572,13.0460754,77.5209231,True
12363,Sri Raghavendra Hospital,"13/4, T Dasarahalli Tumkur Road","13/4, T Dasarahalli Tumkur Road   560057",Bengaluru Urban,Karnataka,560057,29,572,13.0430279,77.5125327,True
12364,Sri Venkateshwara Eye Hospital,"No. 15, Drls Plaza, 1St Floor, Nh-4, Above Andhra Bank, T. Dasarahalli","No. 15, Drls Plaza, 1St Floor, Nh-4, Above Andhra Bank, T. Dasarahalli",Bengaluru Urban,Karnataka,560057,29,572,13.0506057,77.5118463,True
12365,Vijaya Nursing Home,"13/02, Mahimappa Complex, Nh-4, T.Dasarahalli","13/02, Mahimappa Complex, Nh-4, T.Dasarahalli,",Bengaluru Urban,Karnataka,560057,29,572,13.0506057,77.5118463,True
12366,Amruth Biological and Clinical Services Pvt Ltd.,"No.19,2Nd Main Road,1St Phase, Peenya Industrial Area","No.19,2Nd Main Road,1St Phase, Peenya Industrial Area -",Bengaluru Urban,Karnataka,560058,29,572,12.9594745,77.560953,True
12370,Panchamukhi Hospital,1St Main 2Nd Stage Peenya,1St Main 2Nd Stage Peenya,Bengaluru Urban,Karnataka,560058,29,572,13.0314031,77.5291865,True
12371,Ravi Kirlosker Memorial Hospital,"19, 2Nd Main Road, 1St Phase Peenya Industrial Area","19, 2Nd Main Road, 1St Phase Peenya Industrial Area  560058",Bengaluru Urban,Karnataka,560058,29,572,13.0087538,77.5263961,True
12373,Sai Baba Hospital,"No.12, Laggere Main Road, Laggere, Bengaluru","No.12, Laggere Main Road, Laggere, Bengaluru",Bengaluru Urban,Karnataka,560058,29,572,13.0152952,77.5203623,True
12374,Sri Venkateshwara Hospital,"I Main Road, ,Peenya Ii Stage","I Main Road,Peenya Ii Stage.",Bengaluru Urban,Karnataka,560058,29,572,13.0576513,77.5967615,True
12378,Chinmayi Hospital,"34, Brindavan Layout Subramanyapura Main Road","34, Brindavan Layout Subramanyapura Main Road,",Bengaluru Urban,Karnataka,560061,29,572,12.9120093,77.5583998,True
12379,Mallige Medical Centre,"No.31, Crescent Road, High Grounds","No.31, Crescent Road, High Grounds,",Bengaluru Urban,Karnataka,560061,29,572,12.9890609,77.5820957,True
12380,Nagarathna Hospital,"Srinivasa Complex,No.4,1St Floor,Off Uttarahalli Subramanyapura Main Road","Srinivasa Complex,No.4,1St Floor,Off Uttarahalli Subramanyapura Main Road,",Bengaluru Urban,Karnataka,560061,29,572,12.9057641,77.5428665,True
12383,Saranalaya Hospital,"Near Bagalur Cross Signal,International Airport Main Road,Yelahanka","Near Bagalur Cross Signal,International Airport Main Road,Yelahanka .",Bengaluru Urban,Karnataka,560063,29,572,13.1004849,77.5940134,True
12384,Akshaya Nursing Home,"# 33/34,2Nd Stage,Balaji Avenue, Attur Main Road, Yelahanka New Town","33/34,2Nd Stage,Balaji Avenue, Attur Main Road, Yelahanka New Town,",Bengaluru Urban,Karnataka,560064,29,572,13.1026716,77.5668889,True
12385,Chaitanya Medical Centre Maternity and Surgical Care,"Khb Satellite Town, A Sector, Yelahanka","Khb Satellite Town, A Sector, Yelahanka,",Bengaluru Urban,Karnataka,560064,29,572,13.0931058,77.5861201,True
12388,Girish Eye and Children Clinic,"793, 8Th `A` Cross, `A` Sector, Yelahanka New Town","793, 8Th `A` Cross, `A` Sector, Yelahanka New Town,",Bengaluru Urban,Karnataka,560064,29,572,13.1002784,77.580947,True
12389,Govt Hospital,"Yelahanka,  Urban, , B.N","Yelahanka,  Urban, B.N",Bengaluru Urban,Karnataka,560064,29,572,13.1004849,77.5940134,True
12391,Kamal Maternity and Surgical Nursing Home,"# 29, 1St Main, Sharad Nagar, Behind Yelahanka New Town","29, 1St Main, Sharad Nagar, Behind Yelahanka New Town,",Bengaluru Urban,Karnataka,560064,29,572,13.0948638,77.5772344,True
12392,Kk Hospital,"No: 9, A1, A2 Opp: Mec School, A-Sector Yelahanka","No: 9, A1, A2 Opp: Mec School, A-Sector Yelahanka  560064",Bengaluru Urban,Karnataka,560064,29,572,13.1004849,77.5940134,True
12394,Neha Prakash Hospital,"8, 6Th Main Road 5Th Phase, Yelahanka New Town","8, 6Th Main Road 5Th Phase, Yelahanka New Town  560064",Bengaluru Urban,Karnataka,560064,29,572,13.1077823,77.5716915,True
12395,New City Hospital,"No.2558, Hig,16Th Bcross, Yelahanka New Town","No.2558, Hig,16Th Bcross, Yelahanka New Town,",Bengaluru Urban,Karnataka,560064,29,572,13.0992667,77.5817948,True
12397,Prasad Hospital,"2069/2074, 16Th B Cross, (Near Mother Dairy Cross), Yelahanka New Town","2069/2074, 16Th B Cross, (Near Mother Dairy Cross), Yelahanka New Town,",Bengaluru Urban,Karnataka,560064,29,572,13.1042445,77.5713193,True
12398,Railways Hospital,Yelahanka,Yelahanka,Bengaluru Urban,Karnataka,560064,29,572,13.1008405,77.5945732,True
12399,Rajankunte Hospital,Tirumala Doddaballapur Road Opp Rajakunte Police Station,Tirumala Doddaballapur Road Opp Rajakunte Police Station,Bengaluru Urban,Karnataka,560064,29,572,13.6781837,79.352188,True
12400,Rangalakshmi Netralaya,"No 2054,13 Th Main 3 Rd Phase , Mother Diary Cross, Yelahanka New Town","No 2054,13 Th Main 3 Rd Phase, Mother Diary Cross, Yelahanka New Town,",Bengaluru Urban,Karnataka,560064,29,572,13.1042445,77.5713193,True
12401,"S B Medical Centre,","No.2558 4Th Main 16Th Cross Road , Newtown Yelahanka","No.2558 4Th Main 16Th Cross Road, Newtown Yelahanka",Bengaluru Urban,Karnataka,560064,29,572,13.0997431,77.57463,True
12402,Sankalpa E.N.T Care Centre,"No.762, 7Th `A`Main, `A`Asector, Yelahanka New Town","No.762, 7Th `A`Main, `A`Asector, Yelahanka New Town,",Bengaluru Urban,Karnataka,560064,29,572,13.0964406,77.5792259,True
12403,Saraswathi Poly Clinic,"Hospital Road, Yelahanka","Hospital Road, Yelahanka,",Bengaluru Urban,Karnataka,560064,29,572,13.1001803,77.5958446,True
12404,Shushrusha Nursing Home,Bb Road Yelahanka,Bb Road Yelahanka  560064,Bengaluru Urban,Karnataka,560064,29,572,13.047854,77.636016,True
12406,Sri Maruthi Hospital,"50, Kondappa Garden, Kogilu Road, Maruthi Nagar Yelahanka","50, Kondappa Garden, Kogilu Road, Maruthi Nagar Yelahanka  560064",Bengaluru Urban,Karnataka,560064,29,572,13.1040221,77.6073011,True
12409,Anyuta Hospital,"#73, Kanakapura Road, Ioc Petrol Bunk Complex, Banashankari","73, Kanakapura Road, Ioc Petrol Bunk Complex, Banashankari,",Bengaluru Urban,Karnataka,560070,29,572,12.9254533,77.546757,True
12410,Banashankari Referal Hospital,"17Th, Main,27Th Cross, Banashankari 2Nd Stage,  South","17Th, Main,27Th Cross, Banashankari 2Nd Stage,  South",Bengaluru Urban,Karnataka,560070,29,572,12.907814,77.6413392,True
12411,Bangalore Nethralaya,"# 945, 21St Main, Banashankari, 2Nd Stage, Near B.D.A Complex","945, 21St Main, Banashankari, 2Nd Stage, Near B.D.A Complex,",Bengaluru Urban,Karnataka,560070,29,572,12.9251789,77.564693,True
12412,Bkf Chande Nephro Urology Centre Nurtrust,"Ca 6, 15Th Main 11Th Cross, Padmanabha Nagar","Ca 6, 15Th Main 11Th Cross, Padmanabha Nagar,",Bengaluru Urban,Karnataka,560070,29,572,12.917938,77.555796,True
12413,D.G. Hospital,"274 / 275, M K Puttalingaiah Road, Padmanabhanagar, Padmanabhanagar","274 / 275, M K Puttalingaiah Road, Padmanabhanagar, Padmanabhanagar",Bengaluru Urban,Karnataka,560070,29,572,12.917936,77.5578222,True
12415,Dr. Vidyananda's Surgery and Dia Centre,"2269, 22Nd Cross K R Road, K.R.Road","2269, 22Nd Cross K R Road, K.R.Road",Bengaluru Urban,Karnataka,560070,29,572,12.9241963,77.5731766,True
12417,Excel Care Hospital,"#3/2, 27Th Cross, Banashankari 2Nd Stage,Near Brigade Software Park","3/2, 27Th Cross, Banashankari 2Nd Stage,Near Brigade Software Park,.",Bengaluru Urban,Karnataka,560070,29,572,12.9309404,77.5837177,True
12418,Hillside Hospital,"No. 113, 4Th Cross, R. K. Layout, Padmanabhanagar","No. 113, 4Th Cross, R. K. Layout, Padmanabhanagar,",Bengaluru Urban,Karnataka,560070,29,572,12.9199035,77.5604755,True
12419,Maharaja Agrasen Hospital,"15Th Main, 17Th Cross Padmanabhanagar","15Th Main, 17Th Cross Padmanabhanagar  560070",Bengaluru Urban,Karnataka,560070,29,572,12.9161312,77.5548261,True
12420,Netra Enterprises Prabhu Eye Clinic and Research Center,"504, 40Th Cross Road, Jayanagar 8Th Block 8Th Block","504, 40Th Cross Road, Jayanagar 8Th Block 8Th Block",Bengaluru Urban,Karnataka,560070,29,572,12.919731,77.575085,True
12423,Prema Nursing Home,"7/32, 47Th Cross, Ist Main Road , , 8Th Block , Jayanagar","7/32, 47Th Cross, Ist Main Road, 8Th Block , Jayanagar",Bengaluru Urban,Karnataka,560070,29,572,12.9161929,77.5774844,True
12424,Saraswathi Hospital,"# 39, 17Thc Cross, 8Thb Main, Banashankari Ii Stage","39, 17Thc Cross, 8Thb Main, Banashankari Ii Stage,",Bengaluru Urban,Karnataka,560070,29,572,12.9248711,77.5662406,True
12425,Sevakshetra Hospital,"B 70, 27Th Cross Banashankari 2Nd Stage Banashankari","B 70, 27Th Cross Banashankari 2Nd Stage Banashankari  560070",Bengaluru Urban,Karnataka,560070,29,572,12.9217594,77.5706784,True
12427,Sri Vivekananda Sevashrama,"No. 39, 8Th B Main Raod, Bsk 2Nd Stage","No. 39, 8Th B Main Raod, Bsk 2Nd Stage",Bengaluru Urban,Karnataka,560070,29,572,12.9291952,77.5684901,True
12428,Sridevi Nursing Home,"No. 726, 23Rd Cross,B.S.K. Ii Stage","No. 726, 23Rd Cross,B.S.K. Ii Stage,",Bengaluru Urban,Karnataka,560070,29,572,12.9235397,77.5730617,True
12429,Yogananda Medical and Research Centre,"No. 277, M.K. Puttalingaiah Road, Padmanabha Nagar","No. 277, M.K. Puttalingaiah Road, Padmanabha Nagar,  - 560070",Bengaluru Urban,Karnataka,560070,29,572,12.920373,77.559733,True
12430,Ayurvaid Hospital,"No 230, Amarjyothi Layout Domlur","No 230, Amarjyothi Layout Domlur  560071",Bengaluru Urban,Karnataka,560071,29,572,12.9552245,77.6428066,True
12431,Vital Medi Health Care Pvt Ltd,"270, 3Rd Cross, Domlur 2Nd Stage","270, 3Rd Cross, Domlur 2Nd Stage",Bengaluru Urban,Karnataka,560071,29,572,12.9263368,77.5840064,True
12434,Bharghavi Reddy Women and Children Hospital,"#79, New Thippasandra Main Road, Hal Iii Stage, Via: Indiranagar 80Ft Road","79, New Thippasandra Main Road, Hal Iii Stage, Via: Indiranagar 80Ft Road,",Bengaluru Urban,Karnataka,560072,29,572,12.9726365,77.6485734,True
12435,Brinda Hospital,"No.4, 5Th Block,2Nd Stage Nagarabhavi","No.4, 5Th Block,2Nd Stage Nagarabhavi,",Bengaluru Urban,Karnataka,560072,29,572,12.978512,77.5108822,True
12437,Deepashri Hospital,"No. 86, 2Nd Main,16Th D Cross,Malagala,Inner Ring Road,Underpass, Nagarabhavi 2Nd Stag","No. 86, 2Nd Main,16Th D Cross,Malagala,Inner Ring Road,Underpass, Nagarabhavi 2Nd Stage",Bengaluru Urban,Karnataka,560072,29,572,12.9745975,77.5129877,True
12438,Dhanush Hospital,"#63, 2Nd Main, Byraveshwara Nagar,2Nd Main , Nagarbhavi Main Road","63, 2Nd Main, Byraveshwara Nagar,2Nd Main, Nagarbhavi Main Road,.",Bengaluru Urban,Karnataka,560072,29,572,12.980664,77.5306031,True
12443,Panacea Hospital Nagarbhavi ( A Unit Of Pan Nagarbhavi Hospital Pvt.Ltd.) - Bangalore,"#611, 612, Nagarbhavi Main Road, 2Nd Stage, Vinayaka Layout Near Nagarbhavi Circle","611, 612, Nagarbhavi Main Road, 2Nd Stage, Vinayaka Layout Near Nagarbhavi Circle",Bengaluru Urban,Karnataka,560072,29,572,12.9650486,77.5168536,True
12444,Scan Point Diagnostics,"40, 1St Floor, Bda Complex","40, 1St Floor, Bda Complex,",Bengaluru Urban,Karnataka,560072,29,572,23.223396,77.4334193,True
12445,Shridevi Hospital,"No-14, Maruthi Nagar, Nagarabhavi Main Road","No-14, Maruthi Nagar, Nagarabhavi Main Road,",Bengaluru Urban,Karnataka,560072,29,572,12.9590918,77.5192061,True
12446,Sri Maruthi Hospital,"No. 14, Maruthi Nagar Nagarabhavi Main Road","No. 14, Maruthi Nagar Nagarabhavi Main Road",Bengaluru Urban,Karnataka,560072,29,572,12.9590918,77.5192061,True
12447,Sumati Hospital,"38,4Th Main. N.S. Palya, Btm 2Nd Stage. Bannerghatta Road","38,4Th Main. N.S. Palya, Btm 2Nd Stage. Bannerghatta Road,",Bengaluru Urban,Karnataka,560072,29,572,12.9226602,77.6036491,True
12448,Unity Lifline Hospital Pvt Ltd,"No 193, So Feet Road, 2Nd Block 2Nd Stage","No 193, So Feet Road, 2Nd Block 2Nd Stage,",Bengaluru Urban,Karnataka,560072,29,572,12.8388552,77.6587124,True
12451,Sri Maruthi Nursing Home,"No. 37/8, Bagalagunte Bus Stop, Hesaraghatta Main Road","No. 37/8, Bagalagunte Bus Stop, Hesaraghatta Main Road",Bengaluru Urban,Karnataka,560073,29,572,13.051161,77.5073215,True
12454,Kakde Nursing Home,"# 1034 , Church Road, New Thippasandra, Hal Iii Stage","1034, Church Road, New Thippasandra, Hal Iii Stage",Bengaluru Urban,Karnataka,560075,29,572,12.9738235,77.6522191,True
12458,Aditi Maternity and Genral Nursing Home,"No 78,Arekere Mico Layout,Bannerghatta Road Bangaloe","No 78,Arekere Mico Layout,Bannerghatta Road Bangaloe 560076",Bengaluru Urban,Karnataka,560076,29,572,12.8904239,77.5972383,True
12459,Anand Clinic,"Bilekahalli, Bannerghatta Road","Bilekahalli, Bannerghatta Road,",Bengaluru Urban,Karnataka,560076,29,572,12.8982878,77.6002863,True
12461,Divakar's Global Hospital,"8-B, Bannerghatta Road","8-B, Bannerghatta Road  560076",Bengaluru Urban,Karnataka,560076,29,572,12.8886431,77.5972884,True
12464,Gangothri Hospital,"No.27, Kuvempunagar, B.T.M.Layout, 100 Ft. Ring Road","No.27, Kuvempunagar, B.T.M.Layout, 100 Ft. Ring Road,",Bengaluru Urban,Karnataka,560076,29,572,12.9163093,77.6137701,True
12465,North Star Maternity and Nursing Home,"No. 4, Sarakki Industrial Estate, 3Rd Phase, J.P.Nagar, Bannerghatta Road","No. 4, Sarakki Industrial Estate, 3Rd Phase, J.P.Nagar, Bannerghatta Road.",Bengaluru Urban,Karnataka,560076,29,572,12.9146677,77.5998379,True
12466,Sagar Hospital,"Shavige Malleshwara Hills, Kumaraswamy Layout, Banashankari,  Banashankari","Shavige Malleshwara Hills, Kumaraswamy Layout, Banashankari,  Banashankari,",Bengaluru Urban,Karnataka,560076,29,572,12.9254533,77.546757,True
12467,Sakhi Hospital (A Unit Of Prasad Healthcare Services),"123, 7 Th Cross Dollas Colony,Billekhalli,Off Bannerghatta Road,Btm Stage Ii","123, 7 Th Cross Dollas Colony,Billekhalli,Off Bannerghatta Road,Btm Stage Ii,.",Bengaluru Urban,Karnataka,560076,29,572,12.9054958,77.6035809,True
12468,Sri Sai Ram Hospital - Bangalore,"# 33, Bannerghatta Road (Service Road), B.T.M.Layout B.T.M. Layout 2Nd Stage","33, Bannerghatta Road (Service Road), B.T.M.Layout B.T.M. Layout 2Nd Stage",Bengaluru Urban,Karnataka,560076,29,572,12.91509,77.6238253,True
12469,Vinayaka Nethralaya,"# 68, 1St Floor, 100 Ft. Ring Road, 2Nd Stage, B.T.M. Layout","68, 1St Floor, 100 Ft. Ring Road, 2Nd Stage, B.T.M. Layout,",Bengaluru Urban,Karnataka,560076,29,572,12.9864565,77.5395269,True
12472,Sri Sai Nursing Home and Diagnostic Laboratory,K.Naraynapura Main Road,K.Naraynapura Main Road,Bengaluru Urban,Karnataka,560077,29,572,13.0660282,77.6419478,True
12475,Bharath Nursing Home,"No.1402, Sarakkigote, Kanakapura Main Road","No.1402, Sarakkigote, Kanakapura Main Road,",Bengaluru Urban,Karnataka,560078,29,572,12.9128912,77.5787769,True
12477,Divakars Global Hospitals,"No 220 9Th Cross,2Nd Phase J P Nagar J P Nagar","No 220 9Th Cross,2Nd Phase J P Nagar J P Nagar  560078",Bengaluru Urban,Karnataka,560078,29,572,12.9099647,77.5925166,True
12479,Green City Hospital,"#726, 17Th Cross, 6Th Phase, J.P. Nagar","726, 17Th Cross, 6Th Phase, J.P. Nagar,",Bengaluru Urban,Karnataka,560078,29,572,12.9055516,77.578558,True
12480,Oxford Hospital,"No. 1364, 1St Stage, Sarakki Gate, Kanakapura Road, Jp Nagar","No. 1364, 1St Stage, Sarakki Gate, Kanakapura Road, Jp Nagar,",Bengaluru Urban,Karnataka,560078,29,572,12.9073191,77.5730864,True
12482,Rag HospitalandMaternity Centre,"1635/A,17Th Main J.P Nager","1635/A,17Th Main J.P Nager.",Bengaluru Urban,Karnataka,560078,29,572,12.9126861,77.5913539,True
12483,Rajalakshmi Multispeciality Hospital,"76-1-1, V R Layout Jp Nagar","76-1-1, V R Layout Jp Nagar  560078",Bengaluru Urban,Karnataka,560078,29,572,12.8978624,77.5845084,True
12484,Rajshekhar Hospital,"No 21, 9Th Cross B-78 Jp Nagar","No 21, 9Th Cross B-78 Jp Nagar  560078",Bengaluru Urban,Karnataka,560078,29,572,12.9109937,77.5787234,True
12485,Ravindranath Ge Medical Associates Pvt Ltd,"No.220, 9Th Cross, J.P.Nagar 2Nd Phase","No.220, 9Th Cross, J.P.Nagar 2Nd Phase",Bengaluru Urban,Karnataka,560078,29,572,12.9099647,77.5925166,True
12486,Shekar Nethralaya,"633, 100 Ft Ring Road Phase Iii Jp Nagar","633, 100 Ft Ring Road Phase Iii Jp Nagar  560078",Bengaluru Urban,Karnataka,560078,29,572,12.906406,77.5958928,True
